60,59,1
3,11,1
35,10,5
92,37,1
31,88,1
24,3,3
70,65,5
92,58,2
50,77,1
50,1,1
58,33,1
36,13,1
29,61,1
28,29,1
49,36,1
98,14,14
70,46,2
54,13,1
2,27,1
26,47,1
71,36,1
22,87,1
66,47,1
31,23,1
67,52,1
26,99,1
29,90,1
71,28,1
65,71,1
43,12,1
86,98,2
5,59,1
95,63,1
22,31,1
77,6,1
53,5,1
97,12,1
10,76,2
63,10,1
39,97,1
78,18,6
82,53,1
13,86,1
4,26,2
68,86,2
48,20,4
80,41,1
13,74,1
27,64,1
53,91,1
42,95,1
12,65,1
7,4,1
16,56,8
59,13,1
44,6,2
19,24,1
47,71,1
34,58,2
46,11,1
35,88,1
84,24,12
51,10,1
61,89,1
22,36,2
14,91,7
80,27,1
36,10,2
34,32,2
86,15,1
97,34,1
90,86,2
49,86,1
82,68,2
54,68,2
53,78,1
3,60,3
32,76,4
76,51,1
41,96,1
92,28,4
17,2,1
36,55,1
43,11,1
90,93,3
7,15,1
93,38,1
94,28,2
94,1,1
81,73,1
19,47,1
86,79,1
15,2,1
85,58,1
20,60,20
31,75,1
65,24,1
84,34,2
35,85,5
83,8,1
15,42,3
67,13,1
72,41,1
46,74,2
94,20,2
76,45,1
57,31,1
89,76,1
21,12,3
50,62,2
28,53,1
46,94,2
88,57,1
31,67,1
44,1,1
89,86,1
18,41,1
69,6,3
92,70,2
79,57,1
15,93,3
49,38,1
55,87,1
9,50,1
62,1,1
91,17,1
80,56,8
5,99,1
25,64,1
67,10,1
63,47,1
37,55,1
39,62,1
93,20,1
53,85,1
60,56,4
27,36,9
12,1,1
90,57,3
44,78,2
59,55,1
7,10,1
5,4,1
20,7,1
67,14,1
49,28,7
79,81,1
9,49,1
45,89,1
2,99,1
17,25,1
47,66,1
12,7,1
94,56,2
50,21,1
89,95,1
69,58,1
32,8,8
3,42,3
37,62,1
65,75,5
30,87,3
50,62,2
95,91,1
57,2,1
16,53,1
19,64,1
64,81,1
58,97,1
17,4,1
32,8,8
99,54,9
1,73,1
74,93,1
35,78,1
75,36,3
26,29,1
64,6,2
87,12,3
1,34,1
45,96,3
37,75,1
59,98,1
79,12,1
95,94,1
74,14,2
91,34,1
10,30,10
90,34,2
10,74,2
4,7,1
8,45,1
3,19,1
50,78,2
44,7,1
71,19,1
13,75,1
42,5,1
68,65,1
19,21,1
25,70,5
94,64,2
13,53,1
91,12,1
15,27,3
99,28,1
64,79,1
12,20,4
87,41,1
87,43,1
18,59,1
43,5,1
50,57,1
80,67,1
18,10,2
14,99,1
38,81,1
69,58,1
95,42,1
89,3,1
19,34,1
36,77,1
29,92,1
49,2,1
7,47,1
98,88,2
56,21,7
52,56,4
22,59,1
77,40,1
65,47,1
28,76,4
27,5,1
67,52,1
16,8,8
40,78,2
2,40,2
28,51,1
39,5,1
19,87,1
99,13,1
3,12,3
55,96,1
75,69,3
93,43,1
4,42,2
58,71,1
61,89,1
30,49,1
57,95,19
30,70,10
70,12,2
28,51,1
12,85,1
74,13,1
68,74,2
99,66,33
72,51,3
24,37,1
82,45,1
53,96,1
44,52,4
75,18,3
50,69,1
47,65,1
12,92,4
92,4,4
5,47,1
83,78,1
36,44,4
21,95,1
56,31,1
24,12,12
3,98,1
6,55,1
40,9,1
45,23,1
36,22,2
7,32,1
31,58,1
27,84,3
27,20,1
34,23,1
36,64,4
20,85,5
22,58,2
53,74,1
8,33,1
90,55,5
95,12,1
65,70,5
26,13,13
88,68,4
95,36,1
36,74,2
51,52,1
78,65,13
94,3,1
37,41,1
40,77,1
96,39,3
97,11,1
72,37,1
45,90,45
34,13,1
20,74,2
98,33,1
9,85,1
13,85,1
66,35,1
91,71,1
75,5,5
52,5,1
6,86,2
75,76,1
50,48,2
6,44,2
46,45,1
89,54,1
23,16,1
74,61,1
93,2,1
60,98,2
88,4,4
29,11,1
75,37,1
27,34,1
73,96,1
33,97,1
36,58,2
84,69,3
24,53,1
24,35,1
94,10,2
81,24,3
79,9,1
35,21,7
55,6,1
10,67,1
11,71,1
37,77,1
47,38,1
92,9,1
16,58,2
79,86,1
89,95,1
35,68,1
53,42,1
84,34,2
66,83,1
15,12,3
3,2,1
34,98,2
7,5,1
48,60,12
36,19,1
38,30,2
10,5,5
7,39,1
28,7,7
5,93,1
6,90,6
53,86,1
45,97,1
53,9,1
46,29,1
16,92,4
29,63,1
20,67,1
23,70,1
97,31,1
84,79,1
86,31,1
50,92,2
39,62,1
53,28,1
41,57,1
74,42,2
27,24,3
88,16,8
83,19,1
54,91,1
15,47,1
56,62,2
28,24,4
93,68,1
96,98,2
38,90,2
82,75,1
9,44,1
22,23,1
56,29,1
19,31,1
74,18,2
56,72,8
78,1,1
89,90,1
99,4,1
80,59,1
54,35,1
94,82,2
82,69,1
53,30,1
23,26,1
79,23,1
8,60,4
48,71,1
87,14,1
84,86,2
28,20,4
14,48,2
82,29,1
3,28,1
76,6,2
76,17,1
42,28,14
77,86,1
71,21,1
81,84,3
35,14,7
33,15,3
95,34,1
85,67,1
42,54,6
51,54,3
1,22,1
31,79,1
60,30,30
20,8,4
31,73,1
21,51,3
73,96,1
74,4,2
21,31,1
20,85,5
67,45,1
2,79,1
51,77,1
30,82,2
4,90,2
93,78,3
34,7,1
35,81,1
41,71,1
38,88,2
98,1,1
68,55,1
79,66,1
49,93,1
42,5,1
97,34,1
61,72,1
25,33,1
20,4,4
4,88,4
38,48,2
30,6,6
78,36,6
82,48,2
92,33,1
25,61,1
95,3,1
55,87,1
76,25,1
44,54,2
54,85,1
50,87,1
52,2,2
44,70,2
8,60,4
20,90,10
74,70,2
92,68,4
5,92,1
30,81,3
4,31,1
53,14,1
71,76,1
64,69,1
66,14,2
69,46,23
83,11,1
74,68,2
49,69,1
15,31,1
69,40,1
52,95,1
35,6,1
41,61,1
98,55,1
18,75,3
5,30,5
79,3,1
63,49,7
17,87,1
71,11,1
96,68,4
90,91,1
37,52,1
55,87,1
2,54,2
61,45,1
40,89,1
31,97,1
56,42,14
19,54,1
71,88,1
72,57,3
27,81,27
62,73,1
68,41,1
56,65,1
8,10,2
42,2,2
77,54,1
96,41,1
55,42,1
62,57,1
50,46,2
58,88,2
25,97,1
36,26,2
70,87,1
10,66,2
31,5,1
35,4,1
7,76,1
66,39,3
65,50,5
72,54,18
37,79,1
44,92,4
7,8,1
70,11,1
98,9,1
67,50,1
24,29,1
27,55,1
74,41,1
42,78,6
9,28,1
72,53,1
31,28,1
36,93,3
63,15,3
7,89,1
92,33,1
83,96,1
34,4,2
93,65,1
7,74,1
87,63,3
30,18,6
96,28,4
98,62,2
97,32,1
13,95,1
18,14,2
77,15,1
15,56,1
54,49,1
1,33,1
96,64,32
72,10,2
16,85,1
69,11,1
40,16,8
96,73,1
52,47,1
98,38,2
55,59,1
57,83,1
24,70,2
13,34,1
49,86,1
6,11,1
65,19,1
14,48,2
10,97,1
28,56,28
49,9,1
28,24,4
6,16,2
5,78,1
90,74,2
66,71,1
86,43,43
71,75,1
44,27,1
42,93,3
18,27,9
71,30,1
37,44,1
7,70,7
68,65,1
60,28,4
33,87,3
75,1,1
23,21,1
10,85,5
84,16,4
32,78,2
7,74,1
18,57,3
68,10,2
9,61,1
24,31,1
68,86,2
74,11,1
52,87,1
42,43,1
97,62,1
49,69,1
1,99,1
95,68,1
54,35,1
2,4,2
82,2,2
53,66,1
46,13,1
16,13,1
38,18,2
78,50,2
64,46,2
38,5,1
66,37,1
60,81,3
83,37,1
14,22,2
21,89,1
17,39,1
13,33,1
2,63,1
10,63,1
29,66,1
58,55,1
27,83,1
40,86,2
79,16,1
16,10,2
30,42,6
68,5,1
47,3,1
3,49,1
61,17,1
92,1,1
4,46,2
21,98,7
92,35,1
74,38,2
76,89,1
59,1,1
72,40,8
39,92,1
1,11,1
59,92,1
95,58,1
24,26,2
38,72,2
44,62,2
32,39,1
42,19,1
59,34,1
25,95,5
73,54,1
11,47,1
24,56,8
72,40,8
40,25,5
72,49,1
29,37,1
4,11,1
98,18,2
67,28,1
88,97,1
1,79,1
73,36,1
75,56,1
50,76,2
50,26,2
33,43,1
86,22,2
54,88,2
35,88,1
28,99,1
85,68,17
98,30,2
74,32,2
98,78,2
42,7,7
20,49,1
92,76,4
53,18,1
89,2,1
45,51,3
85,78,1
32,53,1
79,69,1
50,10,10
20,31,1
4,83,1
78,60,6
27,12,3
75,38,1
13,99,1
61,31,1
74,30,2
17,54,1
7,31,1
45,24,3
15,83,1
69,82,1
10,76,2
84,10,2
92,87,1
56,39,1
26,85,1
59,19,1
18,97,1
40,36,4
8,5,1
17,53,1
30,54,6
47,46,1
63,4,1
36,17,1
55,8,1
88,8,8
20,87,1
60,54,6
7,5,1
80,13,1
56,84,28
18,9,9
65,41,1
56,48,8
51,78,3
77,17,1
57,31,1
30,71,1
79,73,1
39,70,1
31,81,1
95,57,19
51,90,3
63,69,3
59,62,1
98,63,7
26,34,2
7,56,7
43,40,1
49,20,1
46,37,1
75,87,3
28,87,1
92,7,1
92,75,1
51,35,1
17,49,1
48,7,1
74,58,2
94,12,2
43,45,1
19,71,1
84,63,21
96,50,2
9,79,1
62,98,2
7,73,1
91,69,1
7,94,1
76,47,1
23,59,1
96,99,3
41,80,1
22,99,11
3,46,1
6,46,2
96,3,3
94,73,1
22,82,2
31,52,1
37,25,1
19,1,1
28,1,1
62,77,1
1,84,1
53,55,1
17,56,1
75,93,3
20,66,2
85,48,1
76,38,38
84,95,1
23,64,1
3,37,1
89,70,1
26,22,2
22,20,2
69,56,1
93,91,1
76,38,38
67,36,1
18,60,6
95,17,1
31,82,1
57,90,3
63,61,1
3,21,3
50,66,2
65,30,5
40,79,1
32,96,32
26,61,1
74,87,1
40,86,2
32,15,1
83,13,1
98,95,1
74,79,1
82,30,2
22,32,2
72,13,1
68,21,1
98,90,2
14,84,14
17,30,1
23,52,1
58,27,1
77,52,1
37,49,1
33,65,1
58,35,1
98,61,1
2,64,2
37,97,1
90,24,6
75,6,3
90,29,1
90,67,1
2,96,2
80,7,1
44,60,4
84,57,3
65,66,1
39,19,1
23,5,1
15,67,1
9,30,3
95,94,1
27,31,1
74,65,1
17,78,1
54,45,9
35,51,1
37,63,1
59,7,1
77,41,1
79,99,1
77,59,1
45,47,1
43,99,1
68,77,1
72,50,2
47,35,1
70,77,7
31,6,1
32,99,1
46,74,2
28,69,1
37,21,1
4,32,4
75,72,3
83,49,1
39,62,1
95,54,1
76,97,1
26,36,2
11,39,1
88,6,2
56,78,2
84,85,1
15,42,3
54,65,1
45,42,3
28,48,4
15,47,1
70,68,2
51,59,1
14,70,14
65,93,1
31,35,1
74,54,2
58,98,2
62,83,1
3,13,1
62,89,1
34,17,17
75,31,1
44,69,1
94,30,2
41,38,1
99,2,1
30,4,2
63,48,3
5,76,1
20,93,1
51,98,1
71,70,1
84,31,1
19,36,1
55,42,1
41,64,1
92,5,1
10,53,1
6,41,1
19,46,1
77,33,11
7,76,1
72,90,18
43,33,1
48,77,1
24,4,4
54,50,2
7,31,1
35,91,7
32,86,2
73,81,1
23,48,1
71,79,1
44,13,1
82,35,1
33,25,1
24,55,1
50,75,25
27,30,3
17,93,1
1,81,1
48,66,6
23,65,1
1,29,1
97,10,1
59,11,1
99,74,1
49,62,1
6,52,2
46,78,2
38,61,1
93,66,3
62,45,1
3,79,1
3,92,1
54,4,2
4,97,1
7,22,1
25,31,1
15,75,15
23,53,1
31,84,1
22,34,2
62,52,2
43,64,1
2,86,2
12,27,3
76,30,2
65,13,13
84,33,3
7,45,1
30,29,1
80,24,8
33,30,3
25,14,1
95,94,1
71,42,1
34,77,1
59,25,1
17,64,1
16,88,8
35,22,1
96,19,1
20,22,2
46,47,1
7,68,1
21,34,1
62,12,2
44,43,1
24,99,3
29,93,1
43,56,1
62,86,2
87,99,3
76,96,4
46,91,1
20,91,1
89,72,1
34,72,2
9,64,1
93,1,1
2,84,2
96,34,2
43,14,1
185,2,1
25,5,5
32,158,2
1,111,1
66,122,2
43,187,1
63,5,1
180,113,1
160,162,2
50,2,2
94,81,1
8,112,8
38,161,1
86,11,1
175,107,1
161,86,1
22,70,2
163,173,1
12,68,4
131,124,1
8,19,1
9,110,1
129,127,1
198,6,6
194,63,1
80,178,2
106,148,2
40,67,1
31,51,1
143,72,1
124,155,31
133,103,1
32,64,32
132,28,4
68,158,2
102,126,6
7,134,1
173,191,1
25,20,5
95,137,1
58,172,2
35,158,1
107,49,1
104,111,1
103,102,1
174,116,58
162,93,3
195,41,1
70,109,1
124,150,2
198,118,2
140,116,4
136,132,4
153,72,9
180,65,5
13,120,1
6,183,3
26,73,1
74,133,1
73,140,1
119,107,1
19,112,1
45,17,1
68,195,1
49,63,7
60,4,4
110,10,10
102,181,1
119,120,1
5,62,1
38,129,1
186,55,1
24,72,24
45,79,1
33,186,3
166,103,1
158,6,2
90,124,2
39,145,1
184,90,2
36,97,1
187,181,1
110,9,1
187,138,1
2,184,2
164,185,1
96,48,48
94,130,2
52,87,1
137,178,1
75,122,1
73,165,1
78,119,1
107,185,1
46,99,1
54,80,2
96,93,3
107,14,1
64,105,1
163,158,1
168,184,8
98,175,7
70,149,1
171,150,3
50,5,5
65,102,1
185,42,1
84,37,1
130,152,2
66,105,3
46,155,1
162,13,1
103,137,1
21,198,3
178,82,2
92,106,2
148,62,2
50,172,2
28,168,28
109,191,1
155,82,1
174,169,1
5,93,1
71,150,1
32,121,1
59,127,1
75,156,3
34,73,1
40,2,2
20,130,10
39,1,1
194,104,2
39,124,1
102,160,2
21,170,1
79,47,1
119,69,1
167,180,1
11,22,11
148,102,2
31,75,1
193,40,1
20,120,20
126,85,1
161,105,7
109,73,1
113,5,1
184,166,2
157,118,1
148,49,1
31,183,1
130,114,2
109,106,1
177,134,1
79,191,1
183,21,3
146,87,1
89,171,1
167,169,1
103,199,1
10,123,1
198,77,11
73,141,1
177,116,1
16,27,1
68,45,1
81,152,1
84,1,1
28,48,4
113,99,1
143,136,1
92,22,2
51,110,1
122,154,2
163,146,1
50,123,1
72,183,3
187,107,1
170,150,10
23,60,1
100,48,4
39,114,3
49,50,1
110,60,10
42,127,1
121,124,1
192,149,1
111,9,3
129,75,3
81,180,9
101,139,1
190,172,2
174,55,1
133,97,1
63,4,1
126,63,63
127,156,1
92,133,1
121,116,1
165,147,3
58,171,1
150,140,10
116,151,1
70,191,1
58,150,2
15,46,1
143,189,1
35,194,1
164,199,1
74,19,1
64,47,1
73,78,1
144,91,1
83,187,1
174,159,3
94,76,2
49,64,1
172,76,4
71,111,1
44,46,2
115,76,1
3,199,1
15,56,1
187,47,1
64,1,1
159,28,1
76,115,1
143,170,1
48,33,3
140,125,5
62,113,1
142,147,1
130,155,5
84,194,2
11,64,1
85,30,5
195,80,5
41,87,1
22,94,2
176,116,4
130,25,5
2,121,1
24,67,1
2,107,1
101,88,1
84,115,1
117,35,1
195,77,1
152,194,2
198,153,9
124,79,1
32,175,1
44,88,44
190,144,2
33,26,1
162,36,18
127,178,1
113,19,1
185,191,1
151,157,1
66,120,6
147,43,1
153,48,3
81,74,1
111,143,1
188,47,47
67,161,1
60,119,1
17,21,1
38,48,2
33,122,1
45,95,5
73,177,1
179,8,1
92,20,4
46,88,2
26,46,2
128,159,1
97,67,1
60,38,2
44,144,4
86,130,2
79,85,1
51,150,3
169,92,1
52,156,52
91,18,1
148,87,1
144,18,18
8,97,1
69,35,1
118,178,2
72,164,4
130,97,1
86,116,2
161,92,23
181,71,1
133,57,19
196,154,14
163,23,1
111,173,1
58,1,1
78,63,3
167,120,1
90,65,5
43,9,1
185,187,1
174,134,2
70,38,2
96,2,2
98,27,1
125,164,1
68,171,1
8,184,8
187,112,1
86,66,2
160,183,1
156,53,1
19,69,1
151,162,1
34,54,2
159,117,3
180,121,1
144,64,16
130,166,2
33,83,1
70,151,1
51,191,1
55,118,1
16,71,1
29,172,1
148,75,1
160,92,4
10,144,2
9,129,3
67,59,1
164,137,1
122,27,1
136,72,8
188,173,1
170,137,1
171,141,3
97,157,1
66,23,1
132,151,1
95,13,1
178,75,1
93,149,1
174,3,3
164,138,2
144,141,3
97,57,1
76,30,2
119,45,1
55,126,1
91,149,1
149,100,1
142,77,1
94,178,2
19,18,1
106,118,2
65,8,1
191,43,1
19,179,1
10,188,2
12,182,2
34,197,1
114,176,2
63,59,1
170,182,2
135,176,1
79,4,1
24,42,6
151,97,1
130,179,1
131,90,1
103,163,1
54,35,1
37,144,1
197,131,1
57,92,1
89,105,1
65,47,1
35,53,1
4,43,1
1,34,1
31,153,1
18,10,2
170,112,2
123,146,1
21,146,1
81,47,1
113,159,1
70,110,10
199,92,1
63,149,1
107,76,1
118,79,1
121,61,1
197,23,1
193,149,1
174,33,3
83,56,1
23,112,1
145,144,1
15,156,3
166,101,1
133,47,1
60,139,1
133,8,1
147,154,7
58,189,1
91,155,1
156,193,1
165,107,1
72,130,2
61,144,1
34,146,2
64,71,1
131,116,1
37,20,1
65,120,5
32,141,1
106,192,2
31,94,1
24,57,3
18,128,2
101,12,1
181,17,1
49,145,1
56,153,1
8,96,8
59,10,1
11,169,1
40,176,8
167,23,1
129,32,1
173,76,1
187,101,1
